Match Id,Transcript,Toxicity,Toxicity Ranking
7506640506,"player_slot 130: ебать урон с шмоткой новой пофиксили
player_slot 130: с метеоритов 
player_slot 130: xd
player_slot 130: изи
player_slot 130: пизи
",Mild Toxicity,3
7506640502,"player_slot 0: claro
player_slot 130: i
player_slot 132: you are so lucky lc lol
player_slot 128: wtf r u doing
player_slot 2: gracias por el ransporte
player_slot 130: brain
player_slot 130: COD THINKING BRAIN
player_slot 4: gg
player_slot 132: gg wp
player_slot 3: tt
player_slot 3: gg
",Low Toxicity,2
7506639900,"player_slot 1: )
player_slot 2: шакал
player_slot 128: )
player_slot 1: ЧЕ КАК
player_slot 1: ОНО
player_slot 1: ЧУШПАНЫ ПОЛУЧАЕТСЯ
",Low Toxicity,2
7506639619,"player_slot 0: без мидера
player_slot 0: ez
",No Toxicity,1
7506639515,"player_slot 130: +
player_slot 0: бля мужики ссать хочу пиздец паузу подержите
player_slot 0: пжпжпжп
player_slot 0: оот души 
player_slot 130: idi
player_slot 130: payza
player_slot 0: я вернулся
player_slot 129: !
player_slot 129: ez
player_slot 128: ez mid
player_slot 130: izi
",Mild Toxicity,3
7506639417,"player_slot 129: заебал задрот на рекрутах 
player_slot 129: мусор ебучий
player_slot 1: я просто контрпик
player_slot 1: некр ты где
player_slot 129: денаху
player_slot 1: нашел
player_slot 1: здаров я тебя ждал
player_slot 129: спасба 
player_slot 1: я про вивера
player_slot 129: ечо
player_slot 1: чтобы шотнуть тобой
player_slot 1: норм вы там все снизу тусите
player_slot 1: Сп
player_slot 1: могешь умеешь
player_slot 3: ахахха толпой убили и типает
player_slot 3: клоун
player_slot 129: чота вы слабакит 
player_slot 1: +
player_slot 1: наебал
player_slot 1: Хуячте крысу ебаную
player_slot 1: некр
player_slot 1: как сам
player_slot 131: давайте сносите хорош раков гнобить
player_slot 2: ez
player_slot 1: мк хуесос
",Extreme Toxicity,5
7506638419,"player_slot 129: дура
player_slot 131: сносите гг вп
player_slot 131: да зачем пускай сносят
",Mild Toxicity,3
7506634302,"player_slot 2: def
player_slot 0: vi vpervie igraite
player_slot 0: ?
player_slot 130: ff and please report undying
player_slot 2: tydaa
player_slot 128: can you just ff
player_slot 1: сукааааааааааааааааааааааааааа
player_slot 2: НЕЕЕТ
player_slot 2: АРКККК
player_slot 2: ТЫ ЧЕ
player_slot 2: ТЫ ЖЕ ЯРИК
player_slot 1: маледикт рот ипал
player_slot 2: туда
player_slot 0: sojgite igru
player_slot 2: gg
player_slot 1: 20/2
",Mild Toxicity,3
7467280611,,Undetermined,0
7295422208,"player_slot 128: z nt cnjgbk
player_slot 3: ССССССССССССССССССССССУУУУУУУУКА
player_slot 132: гений
player_slot 0: на цм залупался без яиц остался
player_slot 2: Пидор на хускаре
player_slot 128: СОЛО
player_slot 132: ну соло
",Moderate Toxicity,4
7295421906,"player_slot 128: подожди
player_slot 128: сука
player_slot 3: убери уже нахуй паузу
player_slot 130: ? не отжимайте пусть зайдет
player_slot 130: 1v3
player_slot 130: ez lane
player_slot 130: slark lox
player_slot 3: куда идешь женщина
player_slot 3: мой хуй
player_slot 132: бу
player_slot 3: пздец мой хуй с какого хуя бу стал??
player_slot 3: пацаны
player_slot 128: ЧЕ
player_slot 3: серевно мы же вас ебем
player_slot 3: че можно взять на урон ??
player_slot 128: маму не шлюху
player_slot 131: рапиру бери сразу
player_slot 131: хули
player_slot 130: если бы они не умирали по 1 мы бы ьвыебали вас
player_slot 3: опасно рапиру взять
player_slot 130: просто дауны
player_slot 131: не ссы
player_slot 3: бля пздец 
player_slot 3: вот почему вас нету в карте
player_slot 132: в рош пите были
player_slot 3: бля вич доктор имба по идей
player_slot 130: о
player_slot 130: камбек
player_slot 3: ну бля у вас аегис почему не пушите
player_slot 3: жду вас пупсики
player_slot 130: ты в таверне клоун
player_slot 3: нет
player_slot 0: несите
player_slot 130: а я сказал да
player_slot 3: нихуя себеб
player_slot 0: АХАХАХАХАХ
player_slot 132: Хаха
player_slot 0: 5ка защеку дала 2им
player_slot 130: идиоты блять
player_slot 132: цмка соло
player_slot 3: нахуя??
player_slot 3: Slark соло
player_slot 128: сало
player_slot 132: засолил
player_slot 130: ну дак идиоты в соло иддут 
player_slot 3: давай комне шекер
player_slot 3: давай бабушка
player_slot 132: чем морщинестие изюм
player_slot 132: тем он вкуснее
player_slot 3: ахаххаха 
player_slot 130: ??
player_slot 3: я похвалу бы прожалбы не у меня его нету хуй знает почему
player_slot 3: пздец
player_slot 3: слардар меня за три удара убил
player_slot 130: соло
player_slot 3: я в ахуе че у тебя там рапира чтоли
player_slot 129: довыебывалось животное на разоре
player_slot 128: аха
player_slot 128: че такое?
player_slot 130: хазхахахаха
player_slot 132: изи мид
player_slot 132: соло
player_slot 128: разор?
player_slot 130: сосать
player_slot 3: идите нахуй тима раков 
player_slot 3: сука
player_slot 132: сларлар ебучая плакса
",Extreme Toxicity,5
7295421413,"player_slot 132: ВАХАХВ
player_slot 132: АВЪХАХВЪВААВ
player_slot 0: )
player_slot 132: ХВХВВХЪХЪХА
player_slot 132: АЪЪХЪХА
player_slot 132: ВИСП
player_slot 132: ЛЕГЕНДА
player_slot 132: ЛАЙК
player_slot 0: сф бездарь с рангом СТРАЖ
player_slot 1: +
player_slot 0: 0 инфы
player_slot 128: АХАХАХХА
player_slot 0: -_-
player_slot 0: Накиньте в рот сф, ой имел виду репорт
player_slot 0: -__
player_slot 0: спасибо что сф убили
player_slot 4: АХХАХАХА
player_slot 4: чел обиженный на жизнь в дотку зашёл
player_slot 4: бывает
player_slot 132: ебать
player_slot 132: топовый сларк
player_slot 0: аххахаха
player_slot 1: топ сф
player_slot 4: соло как всегда)
player_slot 132: ХВАХВ
player_slot 132: ВАХАВА
player_slot 132: ВАХАВА
player_slot 132: СОЛО ОН
player_slot 132: ВХВХАВ
player_slot 0: он бездарь забей
player_slot 4: АХАХХААХАХХ
player_slot 0: если у него нет микрофона значит не обязан инфу давать его политика
player_slot 4: 1vs1 мид пошли 
player_slot 128: ПОЙДЕМ)
player_slot 0: чел мой ранг властелин и я играю на 5 позиции какой мид:????
player_slot 128: я как рыба в воде на миду
player_slot 132: НАСРАЛИ
player_slot 132: на мою команду
player_slot 132: стоят на хг
player_slot 132: хуи пинают
player_slot 132: ой блять
player_slot 132: пудж н1 смнг и мира
player_slot 132: за что
player_slot 132: мне кидает
player_slot 132: уёбков
player_slot 132: таких
player_slot 132: блять
player_slot 132: я и приходил на ганги
player_slot 132: и блять ссы давал
player_slot 132: ылдвдльатлываовдыодлыолдылоддлоаыдлодлоыавылдоаылдоыолдлоылыоылоыалдоыдлоылоывлоывлодыадлыоылодылдвоывалодыолыолыдвлодаы
player_slot 2: (
player_slot 0: инвокер у меня такой сф на миду
player_slot 0: бездарь
player_slot 0: у всех бывает
",Moderate Toxicity,4
7295421119,"player_slot 131: ncc
player_slot 131: gg end
player_slot 1: ty
",No Toxicity,1
7295420119,"player_slot 4: 
player_slot 131: FF
player_slot 132: calla basira
player_slot 1: GG W[
player_slot 0: gg all
",No Toxicity,1
7295419701,"player_slot 3: пж капсулу над 4 типа
player_slot 130: нахуй
player_slot 130: тц манго
player_slot 130: жрешь
player_slot 130: сын шлюхи
player_slot 0: чтоыб ты свою мать 
player_slot 0: закопал обратно 
player_slot 130: уууу
player_slot 130: фулл муте
player_slot 0: фулл слабость 
player_slot 130: ксгоран
player_slot 0: да 
player_slot 0: не я 
player_slot 129: бля отъебись не до тебя
player_slot 1: ЛАГА
player_slot 3: ебать ты залутал
player_slot 3: на тинкере
player_slot 131: Я СЧИТАЮ РЕП ЭНИГМЕ)))))))))))))))
player_slot 3: рил
player_slot 130: че там
player_slot 130: по нетфорсу
player_slot 130: арк
player_slot 130: )
player_slot 130: долбаеб
player_slot 0: кого ты типаешь бездарь
player_slot 131: АХахахха
player_slot 130: )
player_slot 130: че там
player_slot 130: по нетфорсу
player_slot 130: арк
player_slot 0: Че там
player_slot 0: Мид прроебал 
player_slot 130: хд
player_slot 0: отпиздил тиму 
player_slot 130: арк в тинкера
player_slot 130: )
player_slot 0: и сидит доовольынй 
player_slot 130: еше и выпендривается
player_slot 130: что убил
player_slot 130: )
player_slot 0: Еше 
player_slot 0: еше 
player_slot 0: еше
player_slot 130: дада
player_slot 0: еше 
player_slot 0: еже бля 
player_slot 0: таджик ебанный 
player_slot 3: лион
player_slot 131: СаСи)))
player_slot 3: как какать?
player_slot 3: не ну ты мне уже 3 сбиваешь
player_slot 131: ахахаха
player_slot 131: EZ
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 0: с аткой энигмой ставить пацзы только 
player_slot 130: )
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 131: хваахахах
player_slot 131: ХАХАХАХАХ
player_slot 0: мужик я так на похуй уже играю 
player_slot 3: кто не пон реп энигме
player_slot 130: )
player_slot 130: � � �? � � �
player_slot 131: EZ
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 131: ?????????????????????????
player_slot 131: ???????????
player_slot 132: GG
player_slot 131: ????????????
player_slot 131: ???????????
player_slot 130: ez
player_slot 132: EZ
player_slot 131: ?????????????
player_slot 131: ??????????
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 131: ???????????
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 130: � � �? � � �
player_slot 131: ???????????
player_slot 130: � � �? � � �
",Extreme Toxicity,5
7295418600,"player_slot 128: kkas
",No Toxicity,1
7295418300,"player_slot 128: learn to go home
player_slot 1: be easy on us guys hehe
player_slot 128: lol why there there another way
player_slot 128: lucky es
player_slot 1: you dumb-es
player_slot 128: -ping
player_slot 1: ez
player_slot 128: lol
player_slot 0: ??
player_slot 128: es
player_slot 128: ez
player_slot 128: ez
",Mild Toxicity,3
7295415511,"player_slot 128: matame mrd
player_slot 128: terminen 
player_slot 128: no jugare
player_slot 128: tengo gente de mrd
player_slot 128: matmae
",Mild Toxicity,3
7295415019,"player_slot 0: вялого моего
player_slot 0: защеку возьмешь )
player_slot 1: киньте репорт вк
player_slot 1: почему блять две игры подряд со мной пиво в команде
player_slot 1: абсолютно вся команда нахуй
player_slot 1: что блять
player_slot 4: тима говна
player_slot 1: Сносите
player_slot 129: без сопливых разберемся
player_slot 131: разрешаешь?
player_slot 131: ах вы суки сыкливые
player_slot 131: я думал мы нормально сыграем
player_slot 131: а вы прячитесь
player_slot 4: я сапорт ты танк кери
player_slot 0: такая тактика от...ть вас )
player_slot 1: у вас блять выходной перед сменой охраником в пятерочке 
player_slot 1: откуда столько пива вдоте
player_slot 131: че ты несешь шмара жирная
player_slot 0: ой простофиля узнал новое слово пукает тут
player_slot 129: пудж хук под пивом
player_slot 131: сосать
",Extreme Toxicity,5
7295414603,"player_slot 129: 怎么样，这辅助
",Undetermined,0
7295413411,"player_slot 1: hehe
player_slot 131: gg
player_slot 130: gg wp
",No Toxicity,1
7295409319,"player_slot 2: shut up
player_slot 131: die WK
player_slot 131: lol
player_slot 131: GG
",Moderate Toxicity,4
7295409209,"player_slot 4: el mariachi loco quiere bailar 
player_slot 129: that tickled my balls
player_slot 130: jajaja
player_slot 129: we have a pl, lol
player_slot 4: gg
player_slot 131: gg whitas
player_slot 132: gg
",Low Toxicity,2
7295408303,"player_slot 3: end
player_slot 4: bye kids
player_slot 3: zzz
player_slot 132: puck bye kids
player_slot 4: dont end guys
player_slot 4: let me live again
player_slot 4: huhu
player_slot 1: ggs
player_slot 4: |guysss!!!!
player_slot 132: sad puck bye kids
player_slot 4: just 25 sec
player_slot 131: ez
player_slot 131: puck
",Low Toxicity,2
7295407710,"player_slot 2: wht sky 2
player_slot 2: hahhaah
player_slot 2: gg noob team 
player_slot 128: gg
",Low Toxicity,2
7295407018,"player_slot 2: рубик через нечего пииздить?
player_slot 4: лес проебан
player_slot 1: ау вода умри нахуй
player_slot 1: гнида
player_slot 129: sosat
player_slot 1: ураааааа
player_slot 1: убили воду
player_slot 129: suki
player_slot 2: хихихаха
player_slot 1: это мой лес твари
player_slot 4: мой
player_slot 1: мой
player_slot 4: соло
player_slot 3: БЕЗДАРИ В ТИМЕ
player_slot 3: СНОСИТЕ ВСЕ
player_slot 3: Я ломаю вещи
player_slot 132: чё тильт ?
player_slot 3: удачи парни
player_slot 3: слаженная игра
player_slot 1: рики - инвиз неуязвимость
player_slot 2: я чисто вещи на войде померить зашел
player_slot 1: не было бы  был бы 4 19
player_slot 2: аххаах
player_slot 3: сносите
player_slot 3: парни
player_slot 3: АХУ РЕП КИНЬТЕ
player_slot 132: рики да ты лаки 
player_slot 129: ya vas vseh suk trahnu
player_slot 132: 100 градусов 
player_slot 1: алхимик бро
player_slot 1: где твои слоты?
player_slot 132: https://www.twitch.tv/neighbortrapi
player_slot 4: не ломайте
player_slot 132: https://www.twitch.tv/neighbortrapi
player_slot 4: ща соль покажу
player_slot 132: https://www.twitch.tv/neighbortrapi
player_slot 1: пидор пидор пидор пидор пидор пидор пидор пидор пидор пидор пидор пидор пидор пидор пидор 
player_slot 1: твич
player_slot 4: о рубик я тебя знаб
player_slot 1: пидор пидор пидор пидор пидор пидор пидор 
player_slot 4: твой ютуб
player_slot 4: пошел на хуй просто отписка
player_slot 128: gg
",Extreme Toxicity,5
7295405408,"player_slot 131: lol
player_slot 4: haha
player_slot 132: i love iy
player_slot 132: gg
",No Toxicity,1
7295365505,"player_slot 3: он сделал килл!!!!!!!
player_slot 3: УРАР
player_slot 3: хахахаха
player_slot 3: сосать
",Mild Toxicity,3
7295365504,"player_slot 129: pssssh
player_slot 128: ?
player_slot 128: damn this sniper XD
player_slot 129: wow
player_slot 129: forgot how lame skycunt i
player_slot 132: gg wp
player_slot 129: ggwp
player_slot 129: nice try
",Mild Toxicity,3
7295365011,"player_slot 129: дежите
player_slot 129: держите
player_slot 129: пофидь еще
player_slot 129: на энигме
player_slot 129: бф на 8
player_slot 129: соберу
player_slot 2: ща ща 
player_slot 2: ща ща ща 
player_slot 129: давай
player_slot 129: )
player_slot 129: бф на 10)
player_slot 129: с пт)
player_slot 131: рил хоршо
player_slot 129: рампага
player_slot 3: idi syda
player_slot 0: хуяга
player_slot 0: дибил
player_slot 129: я тут)
player_slot 129: давай
player_slot 129: бро
player_slot 129: фидаи
player_slot 129: пожалдуйста
player_slot 129: ez noobs
player_slot 129: gg
",Mild Toxicity,3
7295364408,"player_slot 4: end
player_slot 3: ok
player_slot 0: just end
player_slot 0: 4v5
",No Toxicity,1
7295364003,"player_slot 128: 基地
player_slot 3: A装备
player_slot 131: 对面快点推
player_slot 128: 只求速度
player_slot 4: ....
player_slot 3: a装备
player_slot 131: 快点开下据
player_slot 128: 只管推，我刷野不出来了，这特么下路爆炸
player_slot 131: 快点 推
player_slot 131: 先值你不呢个快点
player_slot 129: 基地
player_slot 3: ？？
player_slot 2: 你们怎么了？
player_slot 131: 傻逼点阿达 
player_slot 3: 阿达是谁
",Mild Toxicity,3
7295363902,"player_slot 128: kjkkkkkkk
player_slot 128: q q houve
player_slot 130: lol
player_slot 4: sozinho nao vem ne 
player_slot 128: foquem eu mesmo void
player_slot 128: retardado
player_slot 128: hahaahahh[
player_slot 1: tu ta vivo
player_slot 128: teu time ta vivo
player_slot 1: a pa ta
player_slot 128: eu tbm
player_slot 131: tava
player_slot 128: kkkk
player_slot 128: porra PA... tudo isso só pra me matar
player_slot 131: ?
player_slot 1: da gg direto
player_slot 130: COMMEND 
player_slot 130: GG
",Mild Toxicity,3
7295362101,"player_slot 0: hahaha 
player_slot 128: LOL
player_slot 128: HGAH
player_slot 128: AHAHAH
player_slot 129: lol
player_slot 130: lol
player_slot 128: Ahha
player_slot 129: huli ka
player_slot 129: got you
player_slot 128: ghah
player_slot 130: gotcha!
player_slot 128: Ahahaha
player_slot 129: haha
player_slot 128: end na
player_slot 2: so bad all
player_slot 128: ahha
player_slot 129: haha
player_slot 129: lol
player_slot 128: L;OL
player_slot 2: lol
player_slot 0: ayoko na
player_slot 129: ahhaha
player_slot 129: dungog mo to?
player_slot 129: lols
player_slot 2: team trash
player_slot 2: team dont follow when  you have no health
player_slot 2: wow
player_slot 2: trash
player_slot 128: STEP BACK
player_slot 132: wow
player_slot 128: 5 MAN CHRONO GO
player_slot 129: haha
player_slot 132: haha
player_slot 129: hahah
player_slot 132: nice combo
player_slot 128: HAHAHA
player_slot 129: hahhaa
player_slot 129: nice combo
player_slot 0: LATE GAME BRO U WIN ALREADY
player_slot 129: sniper so ez in mid
player_slot 1: ya 
player_slot 1: cm always in mid sorry guys 
player_slot 132: GG
player_slot 129: with or without cm in mid
player_slot 1: ewwww
player_slot 129: ur still butchered..haha
player_slot 128: aHHAHA
player_slot 130: :)
player_slot 128: SHET MA COMEBACK PANI ATQAY AN
player_slot 0: LATE GAME BRO
player_slot 128: OKAY
player_slot 128: BLEE
player_slot 128: aGAHAA
player_slot 128: aHAHAA
player_slot 128: HAHAHA
player_slot 130: thank you for the win
player_slot 2: no team work
",Low Toxicity,2
7295361315,"player_slot 2: 1000-7
player_slot 3: я твою мать ебал
player_slot 4: гг
player_slot 131: GG
player_slot 1: НУ Я ПЫТАЛСЯ
player_slot 129: gg
",Extreme Toxicity,5
7295360612,"player_slot 0: 5 брист
player_slot 0: 4 мипо
player_slot 0: ахахъахах
player_slot 4: АХАХ
player_slot 131: ЗАЗАЗАЗАХАХАХАХАХА
player_slot 3: мило
player_slot 128: АХАХХААХАХЪ
player_slot 4: ЧТО МЫ НАДРАФТИЛИ
player_slot 0: ну брист с мипо говорят они в соло закроют
player_slot 0: ахахах
player_slot 131: ХАХАЪХАХАХАХ
player_slot 3: киньте реп бристу 5 
player_slot 3: еблан 
player_slot 131: ты не лучше бро
player_slot 3: от него хелпы 0 
player_slot 132: мипо не герой
player_slot 4: +
player_slot 131: АЗАЗАЗЗАХАХАХЪАХАХААХАХА
player_slot 132: хедшот
player_slot 1: ываж.хф-ыафюыжфаыю
player_slot 131: тебе повезло
player_slot 1: аж.ывж-аыюыжваыв
player_slot 0: ez
player_slot 1: ы-зюва-ыжаюывжыюаывзжаюзж
player_slot 1: ыж-аж.ы-вжаывжа-й
player_slot 0: вижу цель
player_slot 0: крупным калибром
player_slot 0: ez solo
player_slot 0: точно в цель 
",Mild Toxicity,3
7295359917,"player_slot 1: в церкви играешь?
player_slot 2: гг
",No Toxicity,1
7295359704,"player_slot 130: gl kids =)
player_slot 4: gl hf son
player_slot 0: сорян
player_slot 132: ragew quıt ?
player_slot 130: nt
player_slot 130: gg
player_slot 2: gg
player_slot 1: сф тупой хуесос че тут сказать
",Mild Toxicity,3
7295359012,"player_slot 1: ez
",Low Toxicity,2
7295357609,"player_slot 132:  nao tem arvpre agora shaman
player_slot 0: ??
player_slot 0: commend drow
",No Toxicity,1
7295356904,"player_slot 3: die dog
player_slot 0: lol razor idiot
player_slot 128: +++
player_slot 3: +++ur mom
player_slot 3: die dog
player_slot 3: EZ 3/2 DOG
player_slot 3: WOW SVEN
player_slot 130: ?
player_slot 3: wow ?
player_slot 130: oh mr. perfect
player_slot 130: Ez otop
player_slot 3: OK
player_slot 129: end
player_slot 129: end
player_slot 4: Why
player_slot 3: WHY?
player_slot 129: how to win？
player_slot 4: abandon
player_slot 129: see this mid
player_slot 3: WOW SVEN ?
player_slot 130: still crying?
player_slot 130: sad
player_slot 129: end
player_slot 129: gg
player_slot 3: SVEN crying
player_slot 130: ???
player_slot 130: WOWW
player_slot 3: wow
player_slot 3: EZ
player_slot 129: gg
player_slot 129: gg
player_slot 129: its truth
player_slot 129: no scentry
player_slot 129: what are you talking about?
player_slot 129: gg its truth
player_slot 129: why stick?
player_slot 129: sniper is so noob
player_slot 0: lol shadow blade
player_slot 0: hahahahahaha
player_slot 3: WOW RUN
player_slot 3: SVEN
player_slot 130: huhu
player_slot 3: huhu
player_slot 129: ks sniper
player_slot 129: only can this
player_slot 129: its truth
player_slot 3: wtf
player_slot 3: ogre
player_slot 129: dont ks  sniper
player_slot 129: you should stand in the front line
player_slot 3: sven?
player_slot 3: ez?
player_slot 130: u killed me?
player_slot 130: ez? ez top
player_slot 128: 3 5 4 Noooooooob
player_slot 3: wow
player_slot 129: gg
player_slot 130: goodbyte
player_slot 3: sven run?
player_slot 4: i want one on one
player_slot 3: fast
player_slot 4: can someone fight me alone
player_slot 130: u? die?
player_slot 0: this huskar is an idiot
player_slot 3: wow sven
player_slot 3: dumb
player_slot 3: guys
player_slot 3: wow SNIPER
player_slot 129: gg
player_slot 129: gg
player_slot 3: ?
player_slot 3: sven?
player_slot 0: kunat pota
player_slot 130: oh so brave
player_slot 130: can kill me 1v1?
player_slot 3: cant 
player_slot 3: enjoying 2v1
player_slot 0: grabe kunat
player_slot 3: ops
player_slot 3: wtf?
player_slot 3: cant 1v1?
player_slot 3: sven
player_slot 130: :P
player_slot 3: SVEN cant 1v1
player_slot 4: they cant win 1on1
player_slot 4: power of friends
player_slot 130: dota is 1v1?
player_slot 130: HAHA
player_slot 0: this is dota its 5v5 idiots!!!
player_slot 3: OPS
player_slot 4: if its individual skill u suck
player_slot 130: oh shet
player_slot 130: baby hero
player_slot 4: Se bb
player_slot 4: see
player_slot 129: ?
player_slot 4: need friends
player_slot 4: HAHAHA
player_slot 130: HAHAHA
player_slot 4: 1ON1 CANT WIN
player_slot 0: that multicast!! WEW
player_slot 4: proven
player_slot 130: dota is team game
player_slot 130: individual skill suck if u cant win
player_slot 0: report this huskar and razor idiots
player_slot 130: idiot
player_slot 4: so u admit that u suck as individual
player_slot 130: learn to cooperaye with your team
player_slot 3: gay ogre  baby Hero
player_slot 130: huskar?
player_slot 130: not baby hero?>
player_slot 4: yes
player_slot 4: u cant fight me alone ok
player_slot 130: intro boys
player_slot 4: u suck
player_slot 129: `gg
player_slot 4: u need friends ok
player_slot 129: gg
player_slot 130: introooo
player_slot 130: GO FUCK YOURSELVES
",Extreme Toxicity,5
7295355815,"player_slot 132: да
player_slot 3: заебали
player_slot 130: ди нахуй
player_slot 3: это не рейтинш
player_slot 130: похуй
player_slot 130: это друг
player_slot 131: у нас тимейт ливнул ты сразу заебали
player_slot 3: сегодня друг
player_slot 3: а завтра мент
player_slot 130: ахуеть
player_slot 129: вхвхвх
player_slot 130: иди покури 
",Moderate Toxicity,4
7295355112,"player_slot 128: kk
player_slot 128: como manda isso
",No Toxicity,1
7295353503,"player_slot 130: asu
player_slot 130: causa
player_slot 130: q te vea solito
player_slot 130: pinga te voy a meter
player_slot 129: q paso caca
player_slot 130: ?
player_slot 130: mata a esa cagada
player_slot 130: ganan gratis estas mulas
",Moderate Toxicity,4
7295353401,"player_slot 3: норм белка
player_slot 1: ТА ТЫ ЧЫН ДУРА
player_slot 1: 0ЫВАШОЛЗМЕНАРОПЗВЕХ
player_slot 1: -А0ЩЗХПРГКЕОНШЩЗКПРОЩЕН
player_slot 1: ЫВ0ЩХПКДЗГНШОЛЫ34З
player_slot 1: ВЫМРРИ
player_slot 1: НА БХ
player_slot 1: ЦУКЗФШЩПОАЕН0ЗПЧ
player_slot 1: ЖИВОТНОЕ
player_slot 1: БАБКАМ ИДИ КОШЕЛКИ СРЕЗПЦ
player_slot 1: ДПУН
player_slot 1: ???
player_slot 1: ????
player_slot 1: ??
player_slot 1: ???
player_slot 1: ???
",Extreme Toxicity,5
7295353007,,Undetermined,0
7295351203,"player_slot 0: zzzzzzzzzzzzzzzzzzzzzzzzzz
player_slot 131: reportado
player_slot 131: so vai so feedar
player_slot 3: kkk
player_slot 132: report WIND plz
player_slot 0: okay
player_slot 0: od?
player_slot 130: nao mano
player_slot 130: sem report
player_slot 130: aqui falta comunicacao
player_slot 132: no... wind sup 5 and only farming
player_slot 1: relaxa
player_slot 1: Nosso mid ta assim tbm
player_slot 129: end fast
player_slot 0: okay
player_slot 130: credo
player_slot 130: odio
player_slot 130: calma
player_slot 0: a mi?
player_slot 130: dk nem te zoo
player_slot 130: vc perdeu mid
player_slot 2: bu
player_slot 130: pode ate ganhar o jogo
player_slot 130: mas seu time que eh bom
player_slot 0: alguien traduce?
player_slot 130: es malo
player_slot 0: no hablo protugues
player_slot 130: habla culo
player_slot 129: ronpam
player_slot 0: okay
player_slot 129: ronpam
player_slot 2: gg wp
player_slot 0: malo
player_slot 129: ez wind sup
player_slot 1: boa lone
player_slot 130: sin muerta no hace nada
",Mild Toxicity,3
7295349605,"player_slot 128: boa
player_slot 1: gg
",No Toxicity,1
7295349312,"player_slot 1: una
player_slot 132: ROMPAN ME TOCO UN TEAM KK 
",Mild Toxicity,3
7295348509,"player_slot 4: meteor noobs
player_slot 131: gl hf
player_slot 130: worth it?
player_slot 130: 2 deaths for 1 support?
player_slot 131: ?????
player_slot 4: the cats
player_slot 4: that warlock is just 3 cats stacked up in a cape
player_slot 131: ggwp
player_slot 3: GG
",Mild Toxicity,3
7295348213,"player_slot 128: izi xd
player_slot 128: izi dota 
player_slot 128: Xd
player_slot 128: izi dota
player_slot 128: jajajajajajaja
player_slot 128: que chucha fue 
player_slot 128: sexo
player_slot 128: izi y aburrido 
player_slot 128: dota
",Low Toxicity,2
7295346517,"player_slot 1: wkwkwkwk
player_slot 129: ?
player_slot 1: wkwkwkwkwkwkwkwkwk
player_slot 1: wkwkwkwkwkwk
player_slot 1: LOL
player_slot 1: lol
player_slot 130: Stupid team
",Low Toxicity,2
7295346415,"player_slot 0: pausen
player_slot 0: no va a valer
player_slot 131: me vale vrg
player_slot 131: jajajjaa 3 perrras
player_slot 0: me val mrd
player_slot 131: q paso pa ven pes a unas 
player_slot 1: ty
player_slot 130: en serio ward x ahi
player_slot 130: xd
player_slot 1: ganao
player_slot 1: xD
player_slot 1: JAJA
player_slot 0: vendeta
player_slot 131: jajajaja 
player_slot 130: Ez
player_slot 131: ven ven 
player_slot 130: ez
player_slot 131: kakkakakaka 
player_slot 131: kjajajjajajaj 
player_slot 131: kjakaikaikaika 
player_slot 131: q paso 
player_slot 131: perras
player_slot 131: ?????
player_slot 1: XD
player_slot 130: q abuso
player_slot 130: como le abres el ano
player_slot 1: :(
player_slot 1: XD
player_slot 1: :(
",Moderate Toxicity,4
7295346116,"player_slot 128: GANEN RAPIDO ESTE TEAM UNA REAL BASURA
player_slot 128: MIRANA CACA
player_slot 128: TEMINEN RAPIDO  MIRANA ES MUY CACA
player_slot 128: REPORT BASURA MIRANA
player_slot 128: SE LA LLEVARON FACIL CON MIRANA MID BASURA ESA
player_slot 128: PROBLEMA DE LOS POBRES LE REGALAN UNS KIM Y QUIEREN LUCIR SIN SABER USARLO
player_slot 128: Y EL SIMIO D MIRANA SIGUE JUAGNDO
player_slot 1: DEJEN GANAR PUES YA PERDIERON 
player_slot 128: SON RETARDADOS, QUIEREN QUE DEMORE MAS 
player_slot 128: LA MIRANA DICE SE DIVIERTE PERDER
player_slot 128: TIPICO PERDEDOR , Y CREEME QUE EN TU VIDA TAMBIEN SERAS OTRO
player_slot 128: EL SER HUMANO ES COMPETITIVO EN TODO SENTIDO DE SU VIDA AUN EN JUEGO
player_slot 128: ASI QUE MIRANA TU ARGUMENTO NO ES VALIDO SIMIO PERDEDOR
player_slot 128: REPORT MIRANA PLEASE
",Extreme Toxicity,5
